From;Till;Month;Precipitation;Quality;;Tidsutsnitt:;;;;
1922-05-02 07:00;1922-06-01 07:00;22-maj;30.4;G;;;;;;
1922-06-01 07:00;1922-07-01 07:00;22-jun;47.9;G;;;;;;
1922-07-02 07:00;1922-08-01 07:00;22-jul;51.3;G;;;;;;
1922-08-02 07:00;1922-09-01 07:00;22-aug;143.9;G;;;;;;
1922-09-01 07:00;1922-10-01 07:00;22-sep;96.2;G;;;;;;
1922-10-02 07:00;1922-11-01 07:00;22-okt;13.9;G;;;;;;
1922-11-01 07:00;1922-12-01 07:00;22-nov;22.6;G;;;;;;
1922-12-02 07:00;1923-01-01 07:00;22-dec;33.3;G;;;;;;
1923-01-02 07:00;1923-02-01 07:00;23-jan;45.8;G;;;;;;
1923-01-30 07:00;1923-03-01 07:00;23-feb;31.5;G;;;;;;
1923-03-02 07:00;1923-04-01 07:00;23-mar;4.5;G;;;;;;
1923-04-01 07:00;1923-05-01 07:00;23-apr;23.7;G;;;;;;
1923-05-02 07:00;1923-06-01 07:00;23-maj;57.8;G;;;;;;
1923-06-01 07:00;1923-07-01 07:00;23-jun;59.7;G;;;;;;
1923-07-02 07:00;1923-08-01 07:00;23-jul;59.2;G;;;;;;
1923-08-02 07:00;1923-09-01 07:00;23-aug;147.0;G;;;;;;
1923-09-01 07:00;1923-10-01 07:00;23-sep;102.3;G;;;;;;
1923-10-02 07:00;1923-11-01 07:00;23-okt;72.6;G;;;;;;
1923-11-01 07:00;1923-12-01 07:00;23-nov;62.5;G;;;;;;
1923-12-02 07:00;1924-01-01 07:00;23-dec;53.5;G;;;;;;
1924-01-02 07:00;1924-02-01 07:00;24-jan;36.7;G;;;;;;
1924-01-31 07:00;1924-03-01 07:00;24-feb;65.3;G;;;;;;
1924-03-02 07:00;1924-04-01 07:00;24-mar;58.4;G;;;;;;
1924-04-01 07:00;1924-05-01 07:00;24-apr;63.7;G;;;;;;
1924-05-02 07:00;1924-06-01 07:00;24-maj;65.8;G;;;;;;
1924-06-01 07:00;1924-07-01 07:00;24-jun;49.0;G;;;;;;
1924-07-02 07:00;1924-08-01 07:00;24-jul;55.7;G;;;;;;
1924-08-02 07:00;1924-09-01 07:00;24-aug;72.7;G;;;;;;
1924-09-01 07:00;1924-10-01 07:00;24-sep;95.4;G;;;;;;
1924-10-02 07:00;1924-11-01 07:00;24-okt;40.0;G;;;;;;
1924-11-01 07:00;1924-12-01 07:00;24-nov;23.3;G;;;;;;
1924-12-02 07:00;1925-01-01 07:00;24-dec;37.5;G;;;;;;
1925-01-02 07:00;1925-02-01 07:00;25-jan;48.2;G;;;;;;
1925-01-30 07:00;1925-03-01 07:00;25-feb;43.4;G;;;;;;
1925-03-02 07:00;1925-04-01 07:00;25-mar;11.1;G;;;;;;
1925-04-01 07:00;1925-05-01 07:00;25-apr;56.3;G;;;;;;
1925-05-02 07:00;1925-06-01 07:00;25-maj;44.6;G;;;;;;
1925-06-01 07:00;1925-07-01 07:00;25-jun;26.7;G;;;;;;
1925-07-02 07:00;1925-08-01 07:00;25-jul;171.0;G;;;;;;
1925-08-02 07:00;1925-09-01 07:00;25-aug;11.4;G;;;;;;
1925-09-01 07:00;1925-10-01 07:00;25-sep;69.7;G;;;;;;
1925-10-02 07:00;1925-11-01 07:00;25-okt;84.8;G;;;;;;
1925-11-01 07:00;1925-12-01 07:00;25-nov;38.1;G;;;;;;
1925-12-02 07:00;1926-01-01 07:00;25-dec;47.3;G;;;;;;
1926-01-02 07:00;1926-02-01 07:00;26-jan;26.5;G;;;;;;
1926-01-30 07:00;1926-03-01 07:00;26-feb;52.2;G;;;;;;
1926-03-02 07:00;1926-04-01 07:00;26-mar;17.0;G;;;;;;
1926-04-01 07:00;1926-05-01 07:00;26-apr;24.0;G;;;;;;
1926-05-02 07:00;1926-06-01 07:00;26-maj;82.3;G;;;;;;
1926-06-01 07:00;1926-07-01 07:00;26-jun;43.3;G;;;;;;
1926-07-02 07:00;1926-08-01 07:00;26-jul;59.0;G;;;;;;
1926-08-02 07:00;1926-09-01 07:00;26-aug;37.2;G;;;;;;
1926-09-01 07:00;1926-10-01 07:00;26-sep;58.0;G;;;;;;
1926-10-02 07:00;1926-11-01 07:00;26-okt;62.7;G;;;;;;
1926-11-01 07:00;1926-12-01 07:00;26-nov;27.0;G;;;;;;
1926-12-02 07:00;1927-01-01 07:00;26-dec;39.1;G;;;;;;
1927-01-02 07:00;1927-02-01 07:00;27-jan;33.8;G;;;;;;
1927-01-30 07:00;1927-03-01 07:00;27-feb;21.1;G;;;;;;
1927-03-02 07:00;1927-04-01 07:00;27-mar;39.0;G;;;;;;
1927-04-01 07:00;1927-05-01 07:00;27-apr;71.9;G;;;;;;
1927-05-02 07:00;1927-06-01 07:00;27-maj;63.7;G;;;;;;
1927-06-01 07:00;1927-07-01 07:00;27-jun;39.4;G;;;;;;
1927-07-02 07:00;1927-08-01 07:00;27-jul;82.0;G;;;;;;
1927-08-02 07:00;1927-09-01 07:00;27-aug;60.2;G;;;;;;
1927-09-01 07:00;1927-10-01 07:00;27-sep;72.7;G;;;;;;
1927-10-02 07:00;1927-11-01 07:00;27-okt;76.1;G;;;;;;
1927-11-01 07:00;1927-12-01 07:00;27-nov;44.5;G;;;;;;
1927-12-02 07:00;1928-01-01 07:00;27-dec;20.7;G;;;;;;
1928-01-02 07:00;1928-02-01 07:00;28-jan;37.2;G;;;;;;
1928-01-31 07:00;1928-03-01 07:00;28-feb;19.0;G;;;;;;
1928-03-02 07:00;1928-04-01 07:00;28-mar;25.8;G;;;;;;
1928-04-01 07:00;1928-05-01 07:00;28-apr;29.5;G;;;;;;
1928-05-02 07:00;1928-06-01 07:00;28-maj;24.2;G;;;;;;
1928-06-01 07:00;1928-07-01 07:00;28-jun;69.1;G;;;;;;
1928-07-02 07:00;1928-08-01 07:00;28-jul;64.6;G;;;;;;
1928-08-02 07:00;1928-09-01 07:00;28-aug;94.2;G;;;;;;
1928-09-01 07:00;1928-10-01 07:00;28-sep;49.4;G;;;;;;
1928-10-02 07:00;1928-11-01 07:00;28-okt;113.2;G;;;;;;
1928-11-01 07:00;1928-12-01 07:00;28-nov;80.2;G;;;;;;
1928-12-02 07:00;1929-01-01 07:00;28-dec;24.5;G;;;;;;
1929-01-02 07:00;1929-02-01 07:00;29-jan;47.5;G;;;;;;
1929-01-30 07:00;1929-03-01 07:00;feb-29;8.6;G;;;;;;
1929-03-02 07:00;1929-04-01 07:00;29-mar;9.3;G;;;;;;
1929-04-01 07:00;1929-05-01 07:00;29-apr;38.5;G;;;;;;
1929-05-02 07:00;1929-06-01 07:00;29-maj;65.4;G;;;;;;
1929-06-01 07:00;1929-07-01 07:00;29-jun;56.2;G;;;;;;
1929-07-02 07:00;1929-08-01 07:00;29-jul;99.7;G;;;;;;
1929-08-02 07:00;1929-09-01 07:00;29-aug;59.9;G;;;;;;
1929-09-01 07:00;1929-10-01 07:00;29-sep;50.5;G;;;;;;
1929-10-02 07:00;1929-11-01 07:00;29-okt;79.6;G;;;;;;
1929-11-01 07:00;1929-12-01 07:00;29-nov;42.1;G;;;;;;
1929-12-02 07:00;1930-01-01 07:00;29-dec;65.8;G;;;;;;
1930-01-02 07:00;1930-02-01 07:00;30-jan;16.2;G;;;;;;
1930-01-30 07:00;1930-03-01 07:00;feb-30;12.8;G;;;;;;
1930-03-02 07:00;1930-04-01 07:00;30-mar;29.3;G;;;;;;
1930-04-01 07:00;1930-05-01 07:00;30-apr;29.0;G;;;;;;
1930-05-02 07:00;1930-06-01 07:00;30-maj;23.7;G;;;;;;
1930-06-01 07:00;1930-07-01 07:00;30-jun;36.7;G;;;;;;
1930-07-02 07:00;1930-08-01 07:00;30-jul;130.9;G;;;;;;
1930-08-02 07:00;1930-09-01 07:00;30-aug;164.8;G;;;;;;
1930-09-01 07:00;1930-10-01 07:00;30-sep;61.7;G;;;;;;
1930-10-02 07:00;1930-11-01 07:00;30-okt;99.3;G;;;;;;
1930-11-01 07:00;1930-12-01 07:00;30-nov;57.9;G;;;;;;
1930-12-02 07:00;1931-01-01 07:00;30-dec;56.2;G;;;;;;
1931-01-02 07:00;1931-02-01 07:00;31-jan;72.3;G;;;;;;
1931-01-30 07:00;1931-03-01 07:00;feb-31;37.4;G;;;;;;
1931-03-02 07:00;1931-04-01 07:00;31-mar;26.7;G;;;;;;
1931-04-01 07:00;1931-05-01 07:00;apr-31;23.6;G;;;;;;
1931-05-02 07:00;1931-06-01 07:00;31-maj;36.2;G;;;;;;
1931-06-01 07:00;1931-07-01 07:00;jun-31;25.7;G;;;;;;
1931-07-02 07:00;1931-08-01 07:00;31-jul;57.0;G;;;;;;
1931-08-02 07:00;1931-09-01 07:00;31-aug;100.4;G;;;;;;
1931-09-01 07:00;1931-10-01 07:00;sep-31;77.7;G;;;;;;
1931-10-02 07:00;1931-11-01 07:00;31-okt;32.3;G;;;;;;
1931-11-01 07:00;1931-12-01 07:00;nov-31;35.1;G;;;;;;
1931-12-02 07:00;1932-01-01 07:00;31-dec;74.3;G;;;;;;
1932-01-02 07:00;1932-02-01 07:00;jan-32;42.5;G;;;;;;
1932-01-31 07:00;1932-03-01 07:00;feb-32;11.8;G;;;;;;
1932-03-02 07:00;1932-04-01 07:00;mar-32;14.7;G;;;;;;
1932-04-01 07:00;1932-05-01 07:00;apr-32;33.7;G;;;;;;
1932-05-02 07:00;1932-06-01 07:00;maj-32;64.0;G;;;;;;
1932-06-01 07:00;1932-07-01 07:00;jun-32;74.0;G;;;;;;
1932-07-02 07:00;1932-08-01 07:00;jul-32;43.8;G;;;;;;
1932-08-02 07:00;1932-09-01 07:00;aug-32;65.9;G;;;;;;
1932-09-01 07:00;1932-10-01 07:00;sep-32;65.6;G;;;;;;
1932-10-02 07:00;1932-11-01 07:00;okt-32;60.2;G;;;;;;
1932-11-01 07:00;1932-12-01 07:00;nov-32;56.4;G;;;;;;
1932-12-02 07:00;1933-01-01 07:00;dec-32;12.1;G;;;;;;
1933-01-02 07:00;1933-02-01 07:00;jan-33;29.8;G;;;;;;
1933-01-30 07:00;1933-03-01 07:00;feb-33;20.6;G;;;;;;
1933-03-02 07:00;1933-04-01 07:00;mar-33;18.0;G;;;;;;
1933-04-01 07:00;1933-05-01 07:00;apr-33;25.9;G;;;;;;
1933-05-02 07:00;1933-06-01 07:00;maj-33;66.0;G;;;;;;
1933-06-01 07:00;1933-07-01 07:00;jun-33;21.5;G;;;;;;
1933-07-02 07:00;1933-08-01 07:00;jul-33;57.8;G;;;;;;
1933-08-02 07:00;1933-09-01 07:00;aug-33;26.8;G;;;;;;
1933-09-01 07:00;1933-10-01 07:00;sep-33;48.5;G;;;;;;
1933-10-02 07:00;1933-11-01 07:00;okt-33;58.0;G;;;;;;
1933-11-01 07:00;1933-12-01 07:00;nov-33;39.9;G;;;;;;
1933-12-02 07:00;1934-01-01 07:00;dec-33;15.0;G;;;;;;
1934-01-02 07:00;1934-02-01 07:00;jan-34;21.8;G;;;;;;
1934-01-30 07:00;1934-03-01 07:00;feb-34;43.1;G;;;;;;
1934-03-02 07:00;1934-04-01 07:00;mar-34;64.7;G;;;;;;
1934-04-01 07:00;1934-05-01 07:00;apr-34;26.9;G;;;;;;
1934-05-02 07:00;1934-06-01 07:00;maj-34;36.4;G;;;;;;
1934-06-01 07:00;1934-07-01 07:00;jun-34;37.1;G;;;;;;
1934-07-02 07:00;1934-08-01 07:00;jul-34;66.1;G;;;;;;
1934-08-02 07:00;1934-09-01 07:00;aug-34;71.0;G;;;;;;
1934-09-01 07:00;1934-10-01 07:00;sep-34;47.6;G;;;;;;
1934-10-02 07:00;1934-11-01 07:00;okt-34;123.6;G;;;;;;
1934-11-01 07:00;1934-12-01 07:00;nov-34;97.3;G;;;;;;
1934-12-02 07:00;1935-01-01 07:00;dec-34;50.0;G;;;;;;
1935-01-02 07:00;1935-02-01 07:00;jan-35;30.0;G;;;;;;
1935-01-30 07:00;1935-03-01 07:00;feb-35;28.3;G;;;;;;
1935-03-02 07:00;1935-04-01 07:00;mar-35;28.8;G;;;;;;
1935-04-01 07:00;1935-05-01 07:00;apr-35;42.0;G;;;;;;
1935-05-02 07:00;1935-06-01 07:00;maj-35;62.0;G;;;;;;
1935-06-01 07:00;1935-07-01 07:00;jun-35;26.4;G;;;;;;
1935-07-02 07:00;1935-08-01 07:00;jul-35;63.9;G;;;;;;
1935-08-02 07:00;1935-09-01 07:00;aug-35;48.2;G;;;;;;
1935-09-01 07:00;1935-10-01 07:00;sep-35;142.9;G;;;;;;
1935-10-02 07:00;1935-11-01 07:00;okt-35;89.0;G;;;;;;
1935-11-01 07:00;1935-12-01 07:00;nov-35;25.8;G;;;;;;
1935-12-02 07:00;1936-01-01 07:00;dec-35;96.7;G;;;;;;
1936-01-02 07:00;1936-02-01 07:00;jan-36;60.4;G;;;;;;
1936-01-31 07:00;1936-03-01 07:00;feb-36;29.2;G;;;;;;
1936-03-02 07:00;1936-04-01 07:00;mar-36;26.3;G;;;;;;
1936-04-01 07:00;1936-05-01 07:00;apr-36;54.5;G;;;;;;
1936-05-02 07:00;1936-06-01 07:00;maj-36;49.0;G;;;;;;
1936-06-01 07:00;1936-07-01 07:00;jun-36;8.3;G;;;;;;
1936-07-02 07:00;1936-08-01 07:00;jul-36;48.5;G;;;;;;
1936-08-02 07:00;1936-09-01 07:00;aug-36;107.8;G;;;;;;
1936-09-01 07:00;1936-10-01 07:00;sep-36;80.1;G;;;;;;
1936-10-02 07:00;1936-11-01 07:00;okt-36;53.0;G;;;;;;
1936-11-01 07:00;1936-12-01 07:00;nov-36;52.7;G;;;;;;
1936-12-02 07:00;1937-01-01 07:00;dec-36;23.6;G;;;;;;
1937-01-02 07:00;1937-02-01 07:00;jan-37;40.3;G;;;;;;
1937-01-30 07:00;1937-03-01 07:00;feb-37;63.3;G;;;;;;
1937-03-02 07:00;1937-04-01 07:00;mar-37;56.2;G;;;;;;
1937-04-01 07:00;1937-05-01 07:00;apr-37;27.1;G;;;;;;
1937-05-02 07:00;1937-06-01 07:00;maj-37;15.4;G;;;;;;
1937-06-01 07:00;1937-07-01 07:00;jun-37;21.2;G;;;;;;
1937-07-02 07:00;1937-08-01 07:00;jul-37;92.6;G;;;;;;
1937-08-02 07:00;1937-09-01 07:00;aug-37;62.8;G;;;;;;
1937-09-01 07:00;1937-10-01 07:00;sep-37;125.0;G;;;;;;
1937-10-02 07:00;1937-11-01 07:00;okt-37;9.0;G;;;;;;
1937-11-01 07:00;1937-12-01 07:00;nov-37;96.8;G;;;;;;
1937-12-02 07:00;1938-01-01 07:00;dec-37;86.0;G;;;;;;
1938-01-02 07:00;1938-02-01 07:00;jan-38;45.2;G;;;;;;
1938-01-30 07:00;1938-03-01 07:00;feb-38;16.7;G;;;;;;
1938-03-02 07:00;1938-04-01 07:00;mar-38;24.6;G;;;;;;
1938-04-01 07:00;1938-05-01 07:00;apr-38;15.5;G;;;;;;
1938-05-02 07:00;1938-06-01 07:00;maj-38;32.2;G;;;;;;
1938-06-01 07:00;1938-07-01 07:00;jun-38;57.5;G;;;;;;
1938-07-02 07:00;1938-08-01 07:00;jul-38;55.0;G;;;;;;
1938-08-02 07:00;1938-09-01 07:00;aug-38;100.9;G;;;;;;
1938-09-01 07:00;1938-10-01 07:00;sep-38;32.6;G;;;;;;
1938-10-02 07:00;1938-11-01 07:00;okt-38;60.5;G;;;;;;
1938-11-01 07:00;1938-12-01 07:00;nov-38;40.8;G;;;;;;
1938-12-02 07:00;1939-01-01 07:00;dec-38;25.4;G;;;;;;
1939-01-02 07:00;1939-02-01 07:00;jan-39;54.7;G;;;;;;
1939-01-30 07:00;1939-03-01 07:00;feb-39;26.4;G;;;;;;
1939-03-02 07:00;1939-04-01 07:00;mar-39;13.1;G;;;;;;
1939-04-01 07:00;1939-05-01 07:00;apr-39;43.3;G;;;;;;
1939-05-02 07:00;1939-06-01 07:00;maj-39;8.2;G;;;;;;
1939-06-01 07:00;1939-07-01 07:00;jun-39;27.4;G;;;;;;
1939-07-02 07:00;1939-08-01 07:00;jul-39;98.5;G;;;;;;
1939-08-02 07:00;1939-09-01 07:00;aug-39;20.8;G;;;;;;
1939-09-01 07:00;1939-10-01 07:00;sep-39;55.6;G;;;;;;
1939-10-02 07:00;1939-11-01 07:00;okt-39;24.9;G;;;;;;
1939-11-01 07:00;1939-12-01 07:00;nov-39;46.5;G;;;;;;
1939-12-02 07:00;1940-01-01 07:00;dec-39;46.0;G;;;;;;
1940-01-02 07:00;1940-02-01 07:00;jan-40;22.7;G;;;;;;
1940-01-31 07:00;1940-03-01 07:00;feb-40;15.4;G;;;;;;
1940-03-02 07:00;1940-04-01 07:00;mar-40;42.7;G;;;;;;
1940-04-01 07:00;1940-05-01 07:00;apr-40;24.6;G;;;;;;
1940-05-02 07:00;1940-06-01 07:00;maj-40;12.1;G;;;;;;
1940-06-01 07:00;1940-07-01 07:00;jun-40;16.3;G;;;;;;
1940-07-02 07:00;1940-08-01 07:00;jul-40;48.2;G;;;;;;
1940-08-02 07:00;1940-09-01 07:00;aug-40;113.5;G;;;;;;
1940-09-01 07:00;1940-10-01 07:00;sep-40;40.0;G;;;;;;
1940-10-02 07:00;1940-11-01 07:00;okt-40;58.5;G;;;;;;
1940-11-01 07:00;1940-12-01 07:00;nov-40;68.3;G;;;;;;
1940-12-02 07:00;1941-01-01 07:00;dec-40;27.7;G;;;;;;
1941-01-02 07:00;1941-02-01 07:00;jan-41;9.9;G;;;;;;
1941-01-30 07:00;1941-03-01 07:00;feb-41;50.4;G;;;;;;
1941-03-02 07:00;1941-04-01 07:00;mar-41;27.5;G;;;;;;
1941-04-01 07:00;1941-05-01 07:00;apr-41;6.0;G;;;;;;
1941-05-02 07:00;1941-06-01 07:00;maj-41;6.7;G;;;;;;
1941-06-01 07:00;1941-07-01 07:00;jun-41;56.5;G;;;;;;
1941-07-02 07:00;1941-08-01 07:00;jul-41;7.3;G;;;;;;
1941-08-02 07:00;1941-09-01 07:00;aug-41;123.3;G;;;;;;
1941-09-01 07:00;1941-10-01 07:00;sep-41;37.3;G;;;;;;
1941-10-02 07:00;1941-11-01 07:00;okt-41;45.3;G;;;;;;
1941-11-01 07:00;1941-12-01 07:00;nov-41;38.3;G;;;;;;
1941-12-02 07:00;1942-01-01 07:00;dec-41;42.1;G;;;;;;
1942-01-02 07:00;1942-02-01 07:00;jan-42;45.0;G;;;;;;
1942-01-30 07:00;1942-03-01 07:00;feb-42;17.0;G;;;;;;
1942-03-02 07:00;1942-04-01 07:00;mar-42;4.0;G;;;;;;
1942-04-01 07:00;1942-05-01 07:00;apr-42;19.2;G;;;;;;
1942-05-02 07:00;1942-06-01 07:00;maj-42;62.6;G;;;;;;
1942-06-01 07:00;1942-07-01 07:00;jun-42;51.9;G;;;;;;
1942-07-02 07:00;1942-08-01 07:00;jul-42;78.3;G;;;;;;
1942-08-02 07:00;1942-09-01 07:00;aug-42;26.1;G;;;;;;
1942-09-01 07:00;1942-10-01 07:00;sep-42;29.3;G;;;;;;
1942-10-02 07:00;1942-11-01 07:00;okt-42;27.6;G;;;;;;
1942-11-01 07:00;1942-12-01 07:00;nov-42;40.8;G;;;;;;
1942-12-02 07:00;1943-01-01 07:00;dec-42;35.3;G;;;;;;
1943-01-02 07:00;1943-02-01 07:00;jan-43;66.3;G;;;;;;
1943-01-30 07:00;1943-03-01 07:00;feb-43;34.4;G;;;;;;
1943-03-02 07:00;1943-04-01 07:00;mar-43;8.2;G;;;;;;
1943-04-01 07:00;1943-05-01 07:00;apr-43;14.1;G;;;;;;
1943-05-02 07:00;1943-06-01 07:00;maj-43;17.7;G;;;;;;
1943-06-01 07:00;1943-07-01 07:00;jun-43;34.1;G;;;;;;
1943-07-02 07:00;1943-08-01 07:00;jul-43;37.4;G;;;;;;
1943-08-02 07:00;1943-09-01 07:00;aug-43;170.9;G;;;;;;
1943-09-01 07:00;1943-10-01 07:00;sep-43;49.4;G;;;;;;
1943-10-02 07:00;1943-11-01 07:00;okt-43;57.3;G;;;;;;
1943-11-01 07:00;1943-12-01 07:00;nov-43;74.7;G;;;;;;
1943-12-02 07:00;1944-01-01 07:00;dec-43;38.1;G;;;;;;
1944-01-02 07:00;1944-02-01 07:00;jan-44;52.3;G;;;;;;
1944-01-31 07:00;1944-03-01 07:00;feb-44;30.9;G;;;;;;
1944-03-02 07:00;1944-04-01 07:00;mar-44;36.1;G;;;;;;
1944-04-01 07:00;1944-05-01 07:00;apr-44;22.0;G;;;;;;
1944-05-02 07:00;1944-06-01 07:00;maj-44;45.1;G;;;;;;
1944-06-01 07:00;1944-07-01 07:00;jun-44;60.2;G;;;;;;
1944-07-02 07:00;1944-08-01 07:00;jul-44;48.6;G;;;;;;
1944-08-02 07:00;1944-09-01 07:00;aug-44;64.5;G;;;;;;
1944-09-01 07:00;1944-10-01 07:00;sep-44;83.5;G;;;;;;
1944-10-02 07:00;1944-11-01 07:00;okt-44;31.4;G;;;;;;
1944-11-01 07:00;1944-12-01 07:00;nov-44;134.3;G;;;;;;
1944-12-02 07:00;1945-01-01 07:00;dec-44;98.8;G;;;;;;
1945-01-02 07:00;1945-02-01 07:00;jan-45;61.9;G;;;;;;
1945-01-30 07:00;1945-03-01 07:00;feb-45;36.0;G;;;;;;
1945-03-02 07:00;1945-04-01 07:00;mar-45;22.8;G;;;;;;
1945-04-01 07:00;1945-05-01 07:00;apr-45;48.8;G;;;;;;
1945-05-02 07:00;1945-06-01 07:00;maj-45;55.1;G;;;;;;
1945-06-01 07:00;1945-07-01 07:00;jun-45;47.9;G;;;;;;
1945-07-02 07:00;1945-08-01 07:00;jul-45;98.4;G;;;;;;
1945-08-02 07:00;1945-09-01 07:00;aug-45;83.3;G;;;;;;
1945-09-01 07:00;1945-10-01 07:00;sep-45;46.6;G;;;;;;
1945-10-02 07:00;1945-11-01 07:00;okt-45;45.7;G;;;;;;
1945-11-01 07:00;1945-12-01 07:00;nov-45;45.9;G;;;;;;
1945-12-02 07:00;1946-01-01 07:00;dec-45;42.0;G;;;;;;
1946-01-02 07:00;1946-02-01 07:00;jan-46;18.0;G;;;;;;
1946-01-30 07:00;1946-03-01 07:00;feb-46;48.4;G;;;;;;
1946-03-02 07:00;1946-04-01 07:00;mar-46;9.9;G;;;;;;
1946-04-01 07:00;1946-05-01 07:00;apr-46;27.9;G;;;;;;
1946-05-02 07:00;1946-06-01 07:00;maj-46;51.3;G;;;;;;
1946-06-01 07:00;1946-07-01 07:00;jun-46;72.3;G;;;;;;
1946-07-02 07:00;1946-08-01 07:00;jul-46;17.0;G;;;;;;
1946-08-02 07:00;1946-09-01 07:00;aug-46;89.8;G;;;;;;
1946-09-01 07:00;1946-10-01 07:00;sep-46;130.6;G;;;;;;
1946-10-02 07:00;1946-11-01 07:00;okt-46;27.5;G;;;;;;
1946-11-01 07:00;1946-12-01 07:00;nov-46;33.8;G;;;;;;
1946-12-02 07:00;1947-01-01 07:00;dec-46;24.4;G;;;;;;
1947-01-02 06:00;1947-02-01 06:00;jan-47;23.1;G;;;;;;
1947-01-30 06:00;1947-03-01 06:00;feb-47;2.1;G;;;;;;
1947-03-02 06:00;1947-04-01 06:00;mar-47;65.0;G;;;;;;
1947-04-01 06:00;1947-05-01 06:00;apr-47;31.6;G;;;;;;
1947-05-02 06:00;1947-06-01 06:00;maj-47;6.0;G;;;;;;
1947-06-01 06:00;1947-07-01 06:00;jun-47;52.9;G;;;;;;
1947-07-02 06:00;1947-08-01 06:00;jul-47;22.0;G;;;;;;
1947-08-02 06:00;1947-09-01 06:00;aug-47;55.1;G;;;;;;
1947-09-01 06:00;1947-10-01 06:00;sep-47;17.1;G;;;;;;
1947-10-02 06:00;1947-11-01 06:00;okt-47;5.5;G;;;;;;
1947-11-01 06:00;1947-12-01 06:00;nov-47;49.5;G;;;;;;
1947-12-02 06:00;1948-01-01 06:00;dec-47;42.5;G;;;;;;
1948-01-02 06:00;1948-02-01 06:00;jan-48;62.1;G;;;;;;
1948-01-31 06:00;1948-03-01 06:00;feb-48;5.8;G;;;;;;
1948-03-02 06:00;1948-04-01 06:00;mar-48;20.3;G;;;;;;
1948-04-01 06:00;1948-05-01 06:00;apr-48;43.3;G;;;;;;
1948-05-02 06:00;1948-06-01 06:00;maj-48;41.7;G;;;;;;
1948-06-01 06:00;1948-07-01 06:00;jun-48;42.4;G;;;;;;
1948-07-02 06:00;1948-08-01 06:00;jul-48;96.7;G;;;;;;
1948-08-02 06:00;1948-09-01 06:00;aug-48;103.8;G;;;;;;
1948-09-01 06:00;1948-10-01 06:00;sep-48;38.8;G;;;;;;
1948-10-02 06:00;1948-11-01 06:00;okt-48;26.9;G;;;;;;
1948-11-01 06:00;1948-12-01 06:00;nov-48;21.8;G;;;;;;
1948-12-02 06:00;1949-01-01 06:00;dec-48;22.1;G;;;;;;
1949-01-02 06:00;1949-02-01 06:00;jan-49;35.7;G;;;;;;
1949-01-30 06:00;1949-03-01 06:00;feb-49;9.2;G;;;;;;
1949-03-02 06:00;1949-04-01 06:00;mar-49;13.3;G;;;;;;
1949-04-01 06:00;1949-05-01 06:00;apr-49;33.0;G;;;;;;
1949-05-02 06:00;1949-06-01 06:00;maj-49;30.2;G;;;;;;
1949-06-01 06:00;1949-07-01 06:00;jun-49;53.4;G;;;;;;
1949-07-02 06:00;1949-08-01 06:00;jul-49;67.1;G;;;;;;
1949-08-02 06:00;1949-09-01 06:00;aug-49;65.4;G;;;;;;
1949-09-01 06:00;1949-10-01 06:00;sep-49;21.6;G;;;;;;
1949-10-02 06:00;1949-11-01 06:00;okt-49;50.8;G;;;;;;
1949-11-01 06:00;1949-12-01 06:00;nov-49;68.5;G;;;;;;
1949-12-02 06:00;1950-01-01 06:00;dec-49;71.6;G;;;;;;
1950-01-02 06:00;1950-02-01 06:00;jan-50;30.6;G;;;;;;
1950-01-30 06:00;1950-03-01 06:00;feb-50;32.6;G;;;;;;
1950-03-02 06:00;1950-04-01 06:00;mar-50;18.6;G;;;;;;
1950-04-01 06:00;1950-05-01 06:00;apr-50;59.6;G;;;;;;
1950-05-02 06:00;1950-06-01 06:00;maj-50;15.6;G;;;;;;
1950-06-01 06:00;1950-07-01 06:00;jun-50;59.7;G;;;;;;
1950-07-02 06:00;1950-08-01 06:00;jul-50;90.8;G;;;;;;
1950-08-02 06:00;1950-09-01 06:00;aug-50;48.8;G;;;;;;
1950-09-01 06:00;1950-10-01 06:00;sep-50;49.9;G;;;;;;
1950-10-02 06:00;1950-11-01 06:00;okt-50;27.5;G;;;;;;
1950-11-01 06:00;1950-12-01 06:00;nov-50;80.5;G;;;;;;
1950-12-02 06:00;1951-01-01 06:00;dec-50;74.2;G;;;;;;
1951-01-02 06:00;1951-02-01 06:00;jan-51;35.0;G;;;;;;
1951-01-30 06:00;1951-03-01 06:00;feb-51;48.0;G;;;;;;
1951-03-02 06:00;1951-04-01 06:00;mar-51;44.0;G;;;;;;
1951-04-01 06:00;1951-05-01 06:00;apr-51;30.0;G;;;;;;
1951-05-02 06:00;1951-06-01 06:00;maj-51;4.0;G;;;;;;
1951-06-01 06:00;1951-07-01 06:00;jun-51;62.0;G;;;;;;
1951-07-02 06:00;1951-08-01 06:00;jul-51;45.0;G;;;;;;
1951-08-02 06:00;1951-09-01 06:00;aug-51;69.0;G;;;;;;
1951-09-01 06:00;1951-10-01 06:00;sep-51;55.0;G;;;;;;
1951-10-02 06:00;1951-11-01 06:00;okt-51;3.0;G;;;;;;
1951-11-01 06:00;1951-12-01 06:00;nov-51;49.0;G;;;;;;
1951-12-02 06:00;1952-01-01 06:00;dec-51;29.0;G;;;;;;
1952-01-02 06:00;1952-02-01 06:00;jan-52;55.0;G;;;;;;
1952-01-31 06:00;1952-03-01 06:00;feb-52;25.0;G;;;;;;
